"word","new_label"
"KPMG","Switzerland"
"KPMG France","France"
"KPN","Netherlands"
"KSV","Austria"
"Kabul","Afghanistan"
"Kaellenius","Germany"
"Kaeser","Germany"
"Kairo","Egypt"
"Kalifornien","USA"
"Kanada","Canada"
"Kanadas","Canada"
"Kanadier","Canada"
"Kanzleramt","Germany"
"Kapfenberg","Austria"
"Kapsch","Austria"
"Karl Petrikovics","Austria"
"Karl-Heinz Grasser","Austria"
"Karl-Theodor zu Guttenberg","Germany"
"Karstadt","Germany"
"Kasachstan","Kazakhstan"
"Kassel","Germany"
"Katalonien","Spain"
"Katar","Qatar"
"Katowice","Poland"
"Kattowitz","Poland"
"Kaufhof","Germany"
"Kazakh","Kazakhstan"
"Kazakhstan","Kazakhstan"
"Kelly","UK"
"Kensington","UK"
"Kent","UK"
"Kenya","Kenya"
"Keolis","France"
"Kering","France"
"Kerry","USA"
"KfW","Germany"
"Kiel","Germany"
"Kiev","Ukraine"
"Kiew","Ukraine"
"Kika","Austria"
"Kitzbühel","Austria"
"Klagenfurt","Austria"
"Klagenfurter","Austria"
"Klinsmann","Germany"
"Klosterneuburg","Austria"
"Knight Frank","UK"
"Koblenz","Germany"
"Koeln","Germany"
"Koelner","Germany"
"Kohl","Germany"
"Kolumbien","Colombia"
"Kommunen","Germany"
"Kopenhagen","Denmark"
"Korea","South Korea"
"Korean","South Korea"
"Korneuburg","Austria"
"Kosovo","Serbia"
"Kosovo","Western Europe"
"Kovats","Austria"
"Kpmg","Switzerland"
"Kraft","USA"
"Krakau","Poland"
"Krefeld","Germany"
"Kreml","Russia"
"Kremlin","Russia"
"Kreuzberg","Germany"
"Krim","Ukraine"
"Kroatien","Croatia"
"Kroatiens","Croatia"
"Kuba","Cuba"
"Kufstein","Austria"
"Kuka","Germany"
"Kurden","Western Asia"
"Kurdish","Türkiye"
"Kurds","Iraq"
"Kurt Beck","Germany"
"Kutxa","Spain"
"Kutxabank","Spain"
"Kuwait","Kuwait"
"Kyoto","Japan"
"Kärnten","Austria"
"Kärntens","Austria"
"Kärntner","Austria"
"Köln","Germany"
"L'Espagne","Spain"
"L'Europe","Europe"
"L'Hospitalet de Llobregat","Spain"
"L'Italie","Italy"
"L'Oréal","France"
"LA","USA"
"LBB","Germany"
"LBBW","Germany"
"LCI","France"
"LDP","UK"
"LG","South Korea"
"LME","UK"
"LR","France"
"LREM","France"
"LSE","UK"
"LVMH","France"
"La Banque Postale","France"
"La Caixa","Spain"
"La Chine","China"
"La Comisión Europea","EU"
"La Coruña","Spain"
"La France","France"
"La Haya","Netherlands"
"La Laguna","Spain"
"La Moncloa","Spain"
"La Poste","France"
"La Rioja","Spain"
"La Rochelle","France"
"La7","Italy"
"Lactalis","France"
"Lafarge","France"
"Lafontaine","Germany"
"Lagardère","France"
"Lagos","Nigeria"
"Laibach","Slovenia"
"Lampedusa","Italy"
"Lancashire","UK"
"Land Kärnten","Austria"
"Land Niederösterreich","Austria"
"Land Steiermark","Austria"
"Landesbank","Germany"
"Landesbank Baden-Wuerttemberg","Germany"
"Landesbank Hessen-Thueringen","Germany"
"Landtag","Germany"
"Landtagswahl","Germany"
"Lanxess","Germany"
"Las Palmas de Gran Canaria","Spain"
"Las Vegas","USA"
"Laschet","Germany"
"Latin America","South America"
"Latin American","South America"
"Latina","Spain"
"Latinoamérica","Latin America and the Caribbean"
"Latvia","Latvia"
"Lauda","Austria"
"Laurence Parisot","France"
"Laurent Berger","France"
"Laurent Fabius","France"
"Laurent Wauquiez","France"
"Lauterbach","Germany"
"Lazard","USA"
"Lazio","Italy"
"Le Figaro","France"
"Le Japon","Japan"
"Le Monde","France"
"Le Pen","France"
"Lebanese","Lebanon"
"Lebanon","Lebanon"
"Lecce","Italy"
"Lecco","Italy"
"Lee","Singapore"
"Leeds","UK"
"Lega","Italy"
"Lega Nord","Italy"
"Leganés","Spain"
"Legrand","France"
"Lehman","USA"
"Lehman Brothers","USA"
"Leibnitz","Austria"
"Leipzig","Germany"
"Leitl","Austria"
"Leitner","Austria"
"Lenovo","China"
"Lenzing","Austria"
"Leo Kirch","Germany"
"Leoben","Austria"
"Leonardo","Italy"
"Leone","Italy"
"Leoni","Germany"
"Les Echos","France"
"Letizia Moratti","Italy"
"Letonia","Latvia"
"Letta","Italy"
"Lettland","Latvia"
"Lettonia","Latvia"
"Lettonie","Latvia"
"Levante","Western Asia"
"Leverkusen","Germany"
"Leverkusener","Germany"
"Leyen","Germany"
"León","Spain"
"Liban","Lebanon"
"Libano","Lebanon"
"Libanon","Lebanon"
"Liberal Democrats","UK"
"Liberbank","Spain"
"Libia","Libya"
"Libya","Libya"
"Libyan","Libya"
"Libye","Libya"
"Libyen","Libya"
"Libération","France"
"Lidl","Germany"
"Liechtenstein","Liechtenstein"
"Lienz","Austria"
"Ligresti","Italy"
"Liguria","Italy"
"Lille","France"
"Lilly France","France"
"Linate","Italy"
"Linde","Germany"
"Lindner","Germany"
"Lingotto","Italy"
"LinkedIn","USA"
"Linux","Finland"
"Linz","Austria"
"Linzer","Austria"
"Lione","France"
"Lionel Jospin","France"
"Lipsia","Germany"
"Lisboa","Portugal"
"Lisbon","Portugal"
"Lisbona","Portugal"
"Lisbonne","Portugal"
"Lissabon","Portugal"
"Litauen","Lithuania"
"Lithuania","Lithuania"
"Lituania","Lithuania"
"Lituanie","Lithuania"
"Liverpool","UK"
"Livorno","Italy"
"Lleida","Spain"
"Lloyd s","UK"
"Lloyds","UK"
"Lloyds Banking Group","UK"
"Lodi","Italy"
"Loew","Germany"
"Logroño","Spain"
"Loire","France"
"Lombardia","Italy"
"London","UK"
"Londra","UK"
"Londres","UK"
"Lorraine","France"
"Los Angeles","USA"
"Los Ángeles","USA"
"Louis Gallois","France"
"Louisiana","USA"
"Luc Chatel","France"
"Luca Cordero","Italy"
"Lucca","Italy"
"Ludwig Scharinger","Austria"
"Ludwigshafen am Rhein","Germany"
"Luecke","EU"
"Lufthansa","Germany"
"Luis de Guindos","Spain"
"Luis del Rivero","Spain"
"Luiss","Italy"
"Lukoil","Russia"
"Lula","Brazil"
"Lussemburgo","Luxembourg"
"Lustenau","Austria"
"Luxembourg","Luxembourg"
"Luxemburg","Luxembourg"
"Luxemburger","Luxembourg"
"Luxemburgo","Luxembourg"
"Luxottica","Italy"
"Lvmh","France"
"Lyon","France"
"Lübeck","Germany"
"M5S","Italy"
"M5s","Italy"
"M6","France"
"MAB","Spain"
"MAN","Germany"
"MARF","Spain"
"MDax","Germany"
"MEL","Austria"
"MG France","France"
"MIT","USA"
"MLP","Germany"
"MOL","Hungary"
"MPC","UK"
"MSCI","USA"
"MTU","Germany"
"Maas","Germany"
"Macif","France"
"Macquarie","Australia"
"Macron","France"
"Madrid","Spain"
"Maduro","Venezuela"
"Magdeburg","Germany"
"Maghreb","Northern Africa"
"Magna Steyr","Austria"
"Mailand","Italy"
"Mailänder","Italy"
"Mailänder Börse","Italy"
"Mainz","Germany"
"Maison de la France","France"
"Maison-Blanche","USA"
"Maisons France","France"
"Maisons France Confort","France"
"Malaga","Spain"
"Malaisie","Malaysia"
"Malasia","Malaysia"
"Malaysia","Malaysia"
"Malaysian","Malaysia"
"Mali","Mali"
"Mallorca","Spain"
"Malmö","Sweden"
"Malpensa","Italy"
"Malta","Malta"
"Malte","Malta"
"Manchester","UK"
"Manchester United","UK"
"Mandelson","UK"
"Mango","Spain"
"Manhattan","USA"
"Mannheim","Germany"
"Mannheimer","Germany"
"Mantova","Italy"
"Manuel Pizarro","Spain"
"Manuel Valls","France"
"Mapfre","Spain"
"Marbella","Spain"
"Marcegaglia","Italy"
"Marche","Italy"
"Marchionne","Italy"
"Marco Tronchetti Provera","Italy"
"Margaret Thatcher","UK"
"Margherita","Italy"
"Maria Fekter","Austria"
"Maria Rauch-Kallat","Austria"
"Mariano Rajoy","Spain"
"Marie France","France"
"Marienthal","Germany"
"Marine Le Pen","France"
"Mario Draghi","EU"
"Mario Draghi","Italy"
"Mario Monti","Italy"
"Mark Zuckerberg","USA"
"Markus Soeder","Germany"
"Maroc","Morocco"
"Marocco","Morocco"
"Marokko","Morocco"
"Maroni","Italy"
"Marruecos","Morocco"
"Marsalek","Germany"
"Marsans","Spain"
"Marseille","France"
"Marsella","France"
"Marsh France","France"
"Marsiglia","France"
"Martin Bartenstein","Austria"
"Martin Huber","Austria"
"Martin Schulz","Germany"
"Martin Winterkorn","Germany"
"Martin Wolf","UK"
"Martine Aubry","France"
"Martinsa Fadesa","Spain"
"Martorell","Spain"
"Marzahn","Germany"
"Maserati","Italy"
"Massachusetts","USA"
"Massimo D'Alema","Italy"
"Mastella","Italy"
"MasterCard","USA"
"Mataró","Spain"
"Matignon","France"
"Mattarella","Italy"
"Matteo Renzi","Italy"
"Matteo Salvini","Italy"
"Matthias Mueller","Germany"
"Maurizio Gasparri","Italy"
"Maurizio Sacconi","Italy"
"May","UK"
"Mayfair","UK"
"Mayr-Melnhof","Austria"
"Mazedonien","North Macedonia"
"McCain","USA"
"McDo France","France"
"McDonald s","USA"
"McDonald'","USA"
"McDonald's","USA"
"McKinsey","USA"
"Mecklenburg-Vorpommern","Germany"
"Medef","France"
"Medicare","USA"
"Mediobanca","Italy"
"Mediterranean","Europe"
"Medwedjew","Russia"
"Mef","Italy"
"Mehdorn","Germany"
"Meinl","Austria"
"Meinl Bank","Austria"
"Meinl European Land","Austria"
"Melbourne","Australia"
"Melfi","Italy"
"Melilla","Spain"
"Meliá","Spain"
"Meloni","Italy"
"Mercado Alternativo Bursátil","Spain"
"Mercadona","Spain"
"Mercedes","Germany"
"Mercedes-Benz","Germany"
"Merck","Germany"
"Merkel","Germany"
"Merkels","Germany"
"Merkur","Austria"
"Merrill","USA"
"Merrill Lynch","USA"
"Mervyn King","UK"
"Merz","Germany"
"Messico","Mexico"
"Messina","Italy"
"Mestre","Italy"
"Metro","Germany"
"Metrovacesa","Spain"
"Metz","France"
"Mexican","Mexico"
"Mexico","Mexico"
"Mexico City","Mexico"
"Mexiko","Mexico"
"Mexique","Mexico"
"Meyer","Germany"
"Mezzogiorno","Italy"
"Miami","USA"
"Miba","Austria"
"Michael Glos","Germany"
"Michael Häupl","Austria"
"Michael Spindelegger","Austria"
"Michel Barnier","France"
"Michel Sapin","France"
"Michelin","France"
"Michigan","USA"
"Michèle Alliot-Marie","France"
"Microsoft","USA"
"Middelhoff","Germany"
"Middle East","Western Asia"
"Middle Eastern","Western Asia"
"Miguel Blesa","Spain"
"Miguel Sebastián","Spain"
"Miguel Ángel Fernández Ordóñez","Spain"
"Milan","Italy"
"Milano","Italy"
"Miliband","UK"
"Milán","Italy"
"Ministerio de Fomento","Spain"
"Ministerio de Hacienda","Spain"
"Ministerio de Industria","Spain"
"Ministerio de Sanidad","Spain"
"Ministerpraesidenten","Germany"
"Minsk","Belarus"
"Mirafiori","Italy"
"Mirko Kovats","Austria"
"Mise","Italy"
"Mississippi","USA"
"Mit","USA"
"Mitsubishi","Japan"
"Mitterlehner","Austria"
"Mizuho","Japan"
"MoD","UK"
"Mobilcom","Germany"
"Mobilkom","Austria"
"Modem","France"
"Modena","Italy"
"Moers","Germany"
"Molise","Italy"
"Molterer","Austria"
"Monaco","Monaco"
"Moncloa","Spain"
"Moncloa-Aravaca","Spain"
"Mondadori","Italy"
"Mondadori France","France"
"Monoprix","France"
"Monsanto","USA"
"Monte dei Paschi","Italy"
"Montecitorio","Italy"
"Montenegro","Montenegro"
"Montezemolo","Italy"
"Monti","Italy"
"Montoro","Spain"
"Montpellier","France"
"Montréal","Canada"
"Monza","Italy"
"Moody","USA"
"Moody s","USA"
"Moody'","USA"
"Moody's","USA"
"Moody’s","USA"
"Moratalaz","Spain"
"Moratti","Italy"
"Morgan Stanley","USA"
"Morningstar","USA"
"Morningstar France","France"
"Morocco","Morocco"
"Morrison","UK"
"Mosca","Russia"
"Moscou","Russia"
"Moscow","Russia"
"Moscú","Russia"
"Moselle","France"
"Moskau","Russia"
"Moskauer","Russia"
"Moskaus","Russia"
"Motorola","USA"
"Mouvement des entreprises de France","France"
"Mouvement pour la France","France"
"Movimento 5 Stelle","Italy"
"Movistar","Spain"
"Moyen-Orient","Western Asia"
"Mozart","Austria"
"Mps","Italy"
"Mr Abe","Japan"
"Mr Blair","UK"
"Mr Brown","UK"
"Mr Draghi","Italy"
"Mr Hollande","France"
"Mr Li","China"
"Mr Modi","India"
"Mr Osborne","UK"
"Mrs Clinton","USA"
"Mrs May","UK"
"Ms Merkel","Germany"
"Muenchen","Germany"
"Muenchener Rueck","Germany"
"Muenster","Germany"
"Muentefering","Germany"
"Mugabe","Zimbabwe"
"Mulhouse","France"
"Mumbai","India"
"Munich","Germany"
"Munich Re","Germany"
"Murcia","Spain"
"Murdoch","USA"
"Musk","USA"
"Mutua Madrileña","Spain"
"Myanmar","Myanmar"
"Málaga","Spain"
"MásMóvil","Spain"
"Médiamétrie","France"
"Météo France","France"
"Météo-France","France"
"México","Mexico"
"Móstoles","Spain"
"Mödling","Austria"
"Mönchengladbach","Germany"
"Múnich","Germany"
"München","Germany"
"Münchener Rück","Germany"
"Münster","Germany"
"NH","Spain"
"NH Hoteles","Spain"
"NHS","UK"
"NRJ","France"
"NRW","Germany"
"NSA","USA"
"NYSE","USA"
"Naciones Unidas","World"
"Nadal","Spain"
"Nadia Calviño","Spain"
"Nahles","Germany"
"Nancy","France"
"Nanterre","France"
"Nantes","France"
"Napoli","Italy"
"Napolitano","Italy"
"Nasa","USA"
"Nasdaq","USA"
"Nasdaq Composite","USA"
"NatWest","UK"
"Nationalbank","Austria"
"Nationalrat","Austria"
"Nations unies","World"
"Natixis","France"
"Nato","World"
"Naturgy","Spain"
"Navantia","Spain"
"Navarra","Spain"
"Nazi","Germany"
"Nazioni Unite","World"
"Nazis","Germany"
"Ncd","Italy"
"Neapel","Italy"
"Nestlé","Switzerland"
"Netanyahu","Israel"
"Netflix","USA"
"Netherlands","Netherlands"
"Network Rail","UK"
"Neukölln","Germany"
"Neumann","Germany"
"Neuseeland","New Zealand"
"Neuss","Germany"
"Nevada","USA"
"New Delhi","India"
"New Hampshire","USA"
"New Jersey","USA"
"New Orleans","USA"
"New York","USA"
"New York City","USA"
"New York Times","USA"
"New Yorker","USA"
"New Yorker Boerse","USA"
"New Zealand","New Zealand"
"Newcastle","UK"
"News Corp","USA"
"Nexans","France"
"Nexity","France"
"Next","UK"
"Nice","USA"
"Nicolas Hulot","France"
"Nicolas Sarkozy","France"
"Niederlande","Netherlands"
"Niederlanden","Netherlands"
"Niederländer","Netherlands"
"Niedersachsen","Germany"
"Niedersachsens","Germany"
"Niederösterreich","Austria"
"Niederösterreicher","Austria"
"Niederösterreichs","Austria"
"Nigeria","Nigeria"
"Nigerian","Nigeria"
"Nike","USA"
"Niki Lauda","Austria"
"Nikkei","Japan"
"Nintendo","Japan"
"Nissan","Japan"
"Nixon","USA"
"Niza","France"
"Nizza","France"
"Nokia","Finland"
"Nomura","Japan"
"Norbert Roettgen","Germany"
"Nord America","USA"
"Nord Europa","Northern Europe"
"Nord Italia","Italy"
"NordLB","Germany"
"Nordamerika","USA"
"Nordkorea","North Korea"
"Nordrhein-Westfalen","Germany"
"Nordsee","Northern Europe"
"Norimberga","Germany"
"Normandie","France"
"Norteamérica","USA"
"North America","USA"
"North American","USA"
"North Carolina","USA"
"North Korea","North Korea"
"North Korean","North Korea"
"North Sea","Northern Europe"
"Northern Ireland","UK"
"Northern Rock","UK"
"Noruega","Norway"
"Norvegia","Norway"
"Norvège","Norway"
"Norway","Norway"
"Norwegen","Norway"
"Norwegian","Norway"
"Nou Barris","Spain"
"Nouvelle-Calédonie","France"
"Nouvelle-Zélande","New Zealand"
"Novagalicia","Spain"
"Novara","Italy"
"Novartis","Switzerland"
"Novomatic","Austria"
"Nowotny","Austria"
"Nuernberg","Germany"
"Nuernberger","Germany"
"Nueva York","USA"
"Nueva Zelanda","New Zealand"
"Numericable","France"
"Numis","UK"
"Nuova Zelanda","New Zealand"
"Nvidia","USA"
"Nymex","USA"
"Nyse","USA"
"Nyse Euronext","Europe"
"NÖ","Austria"
"Nápoles","Italy"
"Núremberg","Germany"
"Nürnberg","Germany"
"O2","Spain"
"OBR","UK"
"OCDE","World"
"OECD","World"
"OFT","UK"
"OGH","Austria"
"OHL","Spain"
"OMC","World"
"OMS","World"
"OMV","Austria"
"ONS","UK"
"ONU","World"
"ORF","Austria"
"OTAN","World"
"Obama","USA"
"Obamas","USA"
"Oberbank","Austria"
"Oberhausen","Germany"
"Obermann","Germany"
"Oberösterreich","Austria"
"Oberösterreicher","Austria"
"Oberösterreichs","Austria"
"Ocado","UK"
"Ocse","Europe"
"OeNB","Austria"
"Oesterreich","Austria"
"Oesterreicher","Austria"
"Oesterreichs","Austria"
"Oettinger","Germany"
"Ofcom","UK"
"Offenbach","Germany"
"Ohio","USA"
"Olaf Scholz","Germany"
"Olanda","Netherlands"
"Oldenburg","Germany"
"Oleg Deripaska","Russia"
"Olivetti","Italy"
"Olympia","World"
"Omicron","World"
"Oms","World"
"Onu","World"
"Opec","World"
"Opel","Germany"
"Opep","World"
"Oppenheim","Germany"
"Oracle","USA"
"Orange France","France"
"Organisation mondiale du commerce","World"
"Organización Mundial del Comercio","World"
"Orly","France"
"Orléans","France"
"Ortner","Austria"
"Osborne","UK"
"Osnabrueck","Germany"
"Osnabrück","Germany"
"Osram","Germany"
"Ostdeutschland","Germany"
"Osterloh","Germany"
"Osteuropas","Eastern Europe"
"Ostsee","Northern Europe"
"Ostösterreich","Austria"
"Otan","World"
"Ottakringer","Austria"
"Otto","Germany"
"Ouest-France","France"
"Ourense","Spain"
"Oviedo","Spain"
"Oxfam France","France"
"Oxford","UK"
"OÖ","Austria"
"Oö","Austria"
"P G","UK"
"PCF","France"
"PDS","Germany"
"PFI","UK"
"PKV","Germany"
"PNV","Spain"
"PP","Spain"
"PPP","Pakistan"
"PPR","France"
"PRISA","Spain"
"PS","France"
"PSA","France"
"PSC","Spain"
"PSG","France"
"PSOE","Spain"
"Pablo Iglesias","Spain"
"Pac","EU"
"Paca","France"
"Pacific","World"
"Pacto de Estabilidad","EU"
"Pacto de Toledo","Spain"
"Paderborn","Germany"
"Padoa-Schioppa","Italy"
"Padoan","Italy"
"Padova","Italy"
"Paesi Bassi","Netherlands"
"Paesi Ue","Europe"
"Paesi europei","Europe"
"Pakistan","Pakistan"
"Pakistani","Pakistan"
"Palazzo Chigi","Italy"
"Palazzo Madama","Italy"
"Palencia","Spain"
"Palermo","Italy"
"Palestina","Palestine"
"Palestinian","Palestine"
"Palestinians","Palestine"
"Palfinger","Austria"
"Palma","Spain"
"Palma de Mallorca","Spain"
"Palmers","Austria"
"Pamplona","Spain"
"Panamá","Panama"
"Panasonic","Japan"
"Pankl","Austria"
"Paolo Gentiloni","Italy"
"Paolo Scaroni","Italy"
"Parigi","France"
"Paris","France"
"Paris Ile-de-France","France"
"Pariser","France"
"Parisian","France"
"Parisien","France"
"Parisiens","France"
"Parla","Spain"
"Parlamento Europeo","EU"
"Parlamento europeo","EU"
"Parlement allemand","Germany"
"Parlement britannique","UK"
"Parlement européen","EU"
"Parma","Italy"
"Partido Popular","Spain"
"Partito democratico","Italy"
"París","France"
"Pas-de-Calais","France"
"Passera","Italy"
"Patrick Devedjian","France"
"Patrick Drahi","France"
"Pau","France"
"Paul Achleitner","Germany"
"Pavia","Italy"
"Paypal","USA"
"Pays de la Loire","France"
"Pays-Bas","Netherlands"
"País Vasco","Spain"
"Países Bajos","Netherlands"
"Pci","Italy"
"Pd","Italy"
"Pdl","Italy"
"Pechiney","France"
"Pechino","China"
"Pedemontana","Italy"
"Pedro Solbes","Spain"
"Pedro Sánchez","Spain"
"Peer Steinbrueck","Germany"
"Peking","China"
"Pekings","China"
"Pekín","China"
"Pemex","Mexico"
"Penisola","Italy"
"Pennsylvania","USA"
"Pentagon","USA"
"Pentagono","USA"
"PepsiCo","USA"
"Permira","UK"
"Pernod Ricard","France"
"Peru","Peru"
"Perugia","Italy"
"Perù","Peru"
"Perú","Peru"
"Pescanova","Spain"
"Pescara","Italy"
"Peter Altmaier","Germany"
"Peter Loescher","Germany"
"Peter Ramsauer","Germany"
"Peter Struck","Germany"
"Petrikovics","Austria"
"Petrobras","Brazil"
"Petrom","Romania"
"Peugeot","France"
"Pfizer","USA"
"Pforzheim","Germany"
"Philharmonique de Radio France","France"
"Philip","UK"
"Philip Hammond","UK"
"Philipp Roesler","Germany"
"Philippinen","Philippines"
"Philippines","Philippines"
"Philips","Netherlands"
"Phillips","Netherlands"
"Piacenza","Italy"
"Piaggio","Italy"
"Piazza Affari","Italy"
"Piazzetta Cuccia","Italy"
"Piemonte","Italy"
"Pier Carlo Padoan","Italy"
"Pier Ferdinando Casini","Italy"
"Pier Luigi Bersani","Italy"
"Pierer","Austria"
"Pierluigi Bersani","Italy"
"Piero Fassino","Italy"
"Pierre Gattaz","France"
"Pierre Mendès France","France"
"Pierre Moscovici","France"
"Pimco","USA"
"Pininfarina","Italy"
"Piombino","Italy"
"Pirelli","Italy"
"Pisa","Italy"
"Piëch","Germany"
"Plovdiv","Bulgaria"
"Pnrr","Italy"
"Podemos","Spain"
"Poitiers","France"
"Poland","Poland"
"Polen","Poland"
"Polens","Poland"
"Polish","Poland"
"Politecnico di Milano","Italy"
"Pologne","Poland"
"Polonia","Poland"
"Polytec","Austria"
"Pomigliano","Italy"
"Pompei","Italy"
"Porr","Austria"
"Porsche","Germany"
"Portogallo","Portugal"
"Portugal","Portugal"
"Portugal Telecom","Portugal"
"Portuguese","Portugal"
"Post","Austria"
"Postbank","Germany"
"Poste","Italy"
"Poste Italiane","Italy"
"Potsdam","Germany"
"Pounds","UK"
"Poutine","Russia"
"Powell","USA"
"Ppe","Italy"
"Prada","Italy"
"Prag","Czechia"
"Praga","Czechia"
"Prato","Italy"
"Premafin","Italy"
"Premier League","UK"
"Premier ministre britannique","UK"
"Premiership","UK"
"Première ministre britannique","UK"
"Prenzlauer Berg","Germany"
"Presidenza del Consiglio","Italy"
"PricewaterhouseCoopers","UK"
"Prisa","Spain"
"Procter & Gamble","USA"
"Procter Gamble","USA"
"Procura","Italy"
"Prodi","Italy"
"Profumo","Italy"
"Prokon","Germany"
"Prosegur","Spain"
"Province autonome di Trento","Italy"
"Prudential","USA"
"Prysmian","Italy"
"Pröll","Austria"
"Psa","France"
"Publicis","France"
"Puente de Vallecas","Spain"
"Puerto Rico","Puerto Rico"
"Puglia","Italy"
"Puma","Germany"
"Putin","Russia"
"Putins","Russia"
"PwC","UK"
"PwC France","France"
"Pyongyang","North Korea"
"Pékin","China"
"Pérez","Spain"
"Pérou","Peru"
"Pôle emploi","France"
"Pühringer","Austria"
"Qantas","Australia"
"Qatar","Qatar"
"Qualcomm","USA"
"Queen","UK"
"Quirinale","Italy"
"RAG","Germany"
"RATP","France"
"RBC Capital Markets","Canada"
"RBI","Austria"
"RBS","UK"
"RCB","Austria"
"REE","Spain"
"RFF","France"
"RHI","Austria"
"RI","Austria"
"RLB","Austria"
"RLB OÖ","Austria"
"ROMA","Italy"
"RSA","UK"
"RSC","Spain"
"RTE","France"
"RTVE","Spain"
"RWE","Germany"
"RZB","Austria"
"Radio France","France"
"Radio France Internationale","France"
"Radiocor","Italy"
"Rafael del Pino","Spain"
"Rafale","France"
"Raffaele Bonanni","Italy"
"Rai","Italy"
"Raiffeisen","Austria"
"Raiffeisen Bank International","Austria"
"Raiffeisen Centrobank","Austria"
"Raiffeisen International","Austria"
"Rainer Bruederle","Germany"
"Rajoy","Spain"
"Rasinger","Austria"
"Rato","Spain"
"Ravenna","Italy"
"Rbs","UK"
"Rcs","Italy"
"Real Madrid","Spain"
"Realia","Spain"
"Recklinghausen","Germany"
"Red Bull","Austria"
"Red Eléctrica","Spain"
"Refinitiv","USA"
"Regensburg","Germany"
"Reggio Calabria","Italy"
"Reggio Emilia","Italy"
"Regione Lazio","Italy"
"Regione Lombardia","Italy"
"Regno Unito","UK"
"Reims","France"
"Reinhold Mitterlehner","Austria"
"Reino Unido","UK"
"Reitzle","Germany"
"Reliance","India"
"Remscheid","Germany"
"Renato Brunetta","Italy"
"Renault","France"
"Renfe","Spain"
"Rennes","France"
"Renzi","Italy"
"René Obermann","Germany"
"Repraesentantenhaus","USA"
"Repsol","Spain"
"Repsol YPF","Spain"
"Repubblica Ceca","Czechia"
"Republican","USA"
"Republicans","USA"
"Republik Österreich","Austria"
"Republikanern","USA"
"República Checa","Czechia"
"República Dominicana","Dominican Republic"
"Reserva Federal","USA"
"Retiro","Spain"
"Reus","Spain"
"Reuters","UK"
"Reutlingen","Germany"
"Rewe","Germany"
"Rfi","Italy"
"Rhein","Germany"
"Rheinland","Germany"
"Rheinland-Pfalz","Germany"
"Rheinmetall","Germany"
"Rhodia","France"
"Rhône","France"
"Rhône-Alpes","France"
"Riad","Saudi Arabia"
"Rifondazione","Italy"
"Riga","Latvia"
"Rimini","Italy"
"Rio Tinto","UK"
"Riofisa","Spain"
"Rishi Sunak","UK"
"Riyadh","Saudi Arabia"
"Robert Habeck","Germany"
"Roberto Calderoli","Italy"
"Roberto Castelli","Italy"
"Roberto Formigoni","Italy"
"Roberto Maroni","Italy"
"Roche","Switzerland"
"Rodrigo Rato","Spain"
"Roesler","Germany"
"Roissy","France"
"Roland Berger","Germany"
"Roland Koch","Germany"
"Rolls-Royce","UK"
"Rom","Italy"
"Roma","Italy"
"Romania","Romania"
"Romanian","Romania"
"Romano Prodi","Italy"
"Rome","Italy"
